steering,throttle,break,speed,x,y
0,1,0,40.43386,-54.94846,98.43073
0,1,0,40.4328,-55.76331,97.71503
0,1,0,40.43324,-56.84809,96.7589
0,1,0,40.43337,-57.66069,96.04066
0,1,0,40.43341,-59.55424,94.36194
0,1,0,40.4334,-61.44537,92.68047
0,1,0,40.4334,-63.06509,91.23782
0,1,0,40.43338,-64.14445,90.27557
0,1,0,40.43338,-64.9538,89.55367
0,1,0,40.4334,-66.03276,88.59094
0,1,0,40.43341,-67.65089,87.14651
0,1,0,40.4334,-69.53838,85.46095
0,1,0,40.43336,-70.34721,84.73846
0,1,0,40.43338,-72.23434,83.05251
0,1,0,40.43338,-73.04305,82.3299
0,1,0,40.43341,-74.92998,80.64372
0,1,0,40.43339,-76.54728,79.19836
0,1,0,40.4334,-77.35592,78.47566
0,1,0,40.43339,-79.24269,76.78932
0,1,0,40.43339,-80.05131,76.06659
0,1,0,40.43338,-81.6685,74.62111
0,1,0,40.4334,-83.55521,72.93469
0,1,0,40.43332,-84.36379,72.21193
0,1,0,40.43338,-85.44189,71.24825
0,1,0,40.43341,-87.05903,69.80272
-0.2,1,0,40.42191,-88.93991,68.11013
-0.1797241,1,0,40.43031,-90.49819,66.60274
0,1,0,40.4332,-92.26112,64.78745
0,1,0,40.43336,-93.00632,63.9995
0,1,0,40.43342,-93.9923,62.94175
0,1,0,40.43296,-95.45865,61.34346
0,1,0,40.43325,-96.91462,59.73571
0.15,1,0,40.42718,-98.36695,58.12482
0.153324,1,0,40.43079,-99.85732,56.54985
0,1,0,40.43293,-100.8721,55.51974
0,1,0,40.43347,-102.4096,53.98975
0,1,0,40.43352,-103.961,52.47393
0,1,0,40.43356,-105.5225,50.96839
0,1,0,40.43357,-106.306,50.21849
0,1,0,40.43357,-107.877,48.72293
-0.2,1,0,40.42178,-109.7083,46.97681
-0.1907791,1,0,40.42924,-111.2237,45.4264
0,1,0,40.4329,-112.6923,43.83028
0,1,0,40.43336,-113.657,42.75307
0,1,0,40.43341,-115.0875,41.12263
0,1,0,40.43337,-116.5033,39.47939
0,1,0,40.43339,-117.9089,37.8274
0,1,0,40.43343,-119.3076,36.16957
0,1,0,40.4333,-120.7022,34.50834
0,1,0,40.4332,-122.0949,32.84546
0,1,0,40.43355,-123.4865,31.18166
0,1,0,40.43382,-124.8773,29.51726
0,1,0,40.43355,-126.2677,27.85243
0,1,0,40.43335,-127.6573,26.18698
0,1,0,40.43325,-128.8144,24.79832
0,1,0,40.43338,-130.2017,23.13098
0,1,0,40.43338,-131.5882,21.46294
0,1,0,40.43342,-132.2813,20.62875
0,1,0,40.43338,-133.6671,18.96013
-0.1,1,0,40.43057,-134.8205,17.56848
-0.1277039,1,0,40.43139,-136.1717,15.87238
0,1,0,40.43323,-137.4907,14.1505
0,1,0,40.4334,-138.793,12.41593
0,1,0,40.4334,-139.8688,10.96336
0,1,0,40.43337,-141.1514,9.214208
0,1,0,40.43341,-142.4277,7.460409
0,1,0,40.43339,-143.6997,5.703462
0,1,0,40.43337,-144.9687,3.9444
-0.25,1,0,40.41563,-146.0121,2.46887
-0.0002610683,1,0,40.43283,-147.2145,0.6639478
0,1,0,40.43337,-148.3898,-1.159059
0,1,0,40.4334,-149.5471,-2.993587
0,1,0,40.4334,-150.6914,-4.836213
0,1,0,40.43337,-151.638,-6.376074
0,1,0,40.43337,-152.768,-8.22752
0,1,0,40.43339,-153.7062,-9.772511
-0.15,1,0,40.42684,-154.8256,-11.63025
0,1,0,40.43336,-155.746,-13.18589
0,1,0,40.43339,-156.8437,-15.05663
0,1,0,40.4334,-157.7543,-16.61804
0,1,0,40.43341,-158.6622,-18.18106
0,1,0,40.43335,-159.5679,-19.74529
-0.15,1,0,40.42684,-160.6493,-21.62541
-0.4,1,0,40.3948,-161.5061,-23.21558
-0.1288294,1,0,40.43438,-162.2828,-24.84713
0,1,0,40.43274,-163.009,-26.50224
0,1,0,40.43337,-163.8397,-28.50586
0,1,0,40.43337,-164.5064,-30.18596
0,1,0,40.4334,-165.2845,-32.21063
0,1,0,40.43336,-165.9198,-33.90282
0,1,0,40.43338,-166.5468,-35.59813
0,1,0,40.43341,-167.2914,-37.63535
0,1,0,40.43339,-167.9074,-39.33469
0,1,0,40.43337,-168.5205,-41.03504
-0.1,1,0,40.4305,-169.1302,-42.73661
-0.4,1,0,40.39463,-169.8095,-44.79507
-0.1814068,1,0,40.43258,-170.281,-46.5394
0,1,0,40.43272,-170.6967,-48.2984
0,1,0,40.4335,-171.078,-50.06523
0,1,0,40.43338,-171.433,-51.83754
0,1,0,40.43332,-171.7685,-53.61367
0,1,0,40.43311,-172.0897,-55.39243
0,1,0,40.43309,-172.4012,-57.17292
0,1,0,40.43294,-172.7061,-58.95453
0,1,0,40.43293,-172.947,-60.38033
0,1,0,40.43312,-173.2453,-62.16307
0,1,0,40.43382,-173.4823,-63.58953
0,1,0,40.43307,-173.777,-65.3729
-0.25,1,0,40.41581,-174.0552,-67.1585
-0.3028232,1,0,40.41691,-174.2626,-68.95288
-0.01429224,1,0,40.43187,-174.3733,-70.39458
0,1,0,40.4328,-174.4758,-72.19913
0,1,0,40.43295,-174.5362,-73.64388
0,1,0,40.4339,-174.5907,-75.45055
0,1,0,40.4334,-174.6213,-76.89625
0,1,0,40.43412,-174.6476,-78.70358
0,1,0,40.43346,-174.6614,-80.14954
0,1,0,40.43324,-174.672,-81.95705
0,1,0,40.43328,-174.6766,-83.40306
0,1,0,40.43327,-174.6786,-85.21058
0,1,0,40.43427,-174.6782,-86.65659
0,1,0,40.43377,-174.6764,-88.10263
0,1,0,40.43456,-174.6727,-89.91017
-0.1,1,0,40.4309,-174.6674,-91.35618
-0.3,1,0,40.40906,-174.6395,-92.80135
-0.1338,1,0,40.43344,-174.5419,-94.60575
0,1,0,40.4329,-174.4308,-96.04747
0,1,0,40.43415,-174.3021,-97.48775
0,1,0,40.4331,-174.1216,-99.28626
0,1,0,40.43365,-173.9647,-100.7238
0,1,0,40.43332,-173.7565,-102.5193
0,1,0,40.43284,-173.5822,-103.9548
-0.1,1,0,40.43032,-173.4012,-105.3894
-0.35,1,0,40.40169,-173.1349,-107.1762
-0.5500001,1,0,40.37147,-172.8468,-108.5912
-0.3564992,1,0,40.42447,-172.3543,-110.3287
-0.09397209,1,0,40.43493,-171.8704,-111.6913
0,1,0,40.43224,-171.338,-113.0356
0,1,0,40.43341,-170.6245,-114.6963
0,1,0,40.43348,-170.0243,-116.0119
0,1,0,40.43331,-169.4045,-117.3183
0,1,0,40.43328,-168.7696,-118.6175
0,1,0,40.43328,-168.1233,-119.911
-0.2,1,0,40.42113,-167.4609,-121.1962
-0.4,1,0,40.39373,-166.7578,-122.4584
-0.2239645,1,0,40.43032,-165.9956,-123.6865
0,1,0,40.43196,-164.9846,-125.1848
0,1,0,40.4331,-164.1476,-126.3639
0,1,0,40.43324,-163.2919,-127.5296
0,1,0,40.43317,-162.4216,-128.6843
0,1,0,40.43308,-161.5397,-129.8302
-0.1,1,0,40.43173,-160.6474,-130.9682
-0.3,1,0,40.4082,-159.7313,-132.0862
-0.5000001,1,0,40.38147,-158.7663,-133.1608
-0.3557997,1,0,40.42181,-157.7338,-134.1713
-0.09314097,1,0,40.43542,-156.3688,-135.3558
0,1,0,40.43303,-155.2413,-136.2611
0,1,0,40.43533,-154.0924,-137.1393
0,1,0,40.43316,-152.9272,-137.9956
0,1,0,40.43567,-151.7495,-138.8347
0,1,0,40.4328,-150.5624,-139.6603
0,1,0,40.43334,-149.3681,-140.4756
0,1,0,40.43347,-148.1685,-141.283
-0.1,1,0,40.43052,-146.9641,-142.0831
-0.3,1,0,40.4081,-145.7449,-142.8596
-0.1213349,1,0,40.43327,-144.5011,-143.5965
0,1,0,40.43238,-142.9272,-144.4853
0,1,0,40.43329,-141.6586,-145.1792
0,1,0,40.4335,-140.3835,-145.8611
0,1,0,40.43346,-139.1033,-146.5334
0,1,0,40.43312,-137.8192,-147.1983
0,1,0,40.43298,-136.5321,-147.8574
-0.1,1,0,40.42958,-134.9194,-148.6736
-0.3,1,0,40.40895,-133.618,-149.3027
-0.3824791,1,0,40.40435,-132.2927,-149.8776
-0.129393,1,0,40.43471,-130.9421,-150.3937
0,1,0,40.43254,-129.578,-150.8733
0,1,0,40.43307,-128.2053,-151.328
0,1,0,40.43338,-126.8261,-151.7626
0,1,0,40.43307,-125.0953,-152.2836
0,1,0,40.43344,-123.7067,-152.6869
0,1,0,40.4335,-122.3154,-153.0811
0,1,0,40.43353,-120.9222,-153.4682
0,1,0,40.43426,-119.5275,-153.85
0,1,0,40.43312,-118.1316,-154.2276
-0.2,1,0,40.42277,-116.7329,-154.5939
-0.00107646,1,0,40.43277,-114.9764,-155.0197
0,1,0,40.43329,-113.5678,-155.3466
0,1,0,40.43344,-112.1573,-155.6652
0,1,0,40.43344,-110.7453,-155.977
0,1,0,40.43383,-109.3321,-156.2834
0,1,0,40.43309,-107.918,-156.5856
0,1,0,40.43425,-106.1495,-156.9588
0,1,0,40.43304,-104.734,-157.2547
-0.2,1,0,40.42193,-103.3167,-157.5404
-0.2763841,1,0,40.41729,-101.8929,-157.7882
-0.02435982,1,0,40.43296,-100.462,-157.9962
0,1,0,40.4332,-99.0281,-158.1832
0,1,0,40.43329,-97.23303,-158.3951
0,1,0,40.43379,-95.79541,-158.5508
0,1,0,40.43315,-94.35678,-158.6968
0,1,0,40.43344,-92.55747,-158.869
0,1,0,40.43348,-91.11742,-159.0004
-0.1,1,0,40.43075,-89.67689,-159.1261
-0.3,1,0,40.40954,-88.23493,-159.2267
-0.1212512,1,0,40.43421,-86.42889,-159.2876
0,1,0,40.43315,-84.98299,-159.3029
0,1,0,40.43284,-83.53697,-159.3006
0,1,0,40.43333,-82.09106,-159.2841
0,1,0,40.4334,-80.6453,-159.2563
0,1,0,40.43342,-79.19974,-159.2195
0,1,0,40.43338,-77.39307,-159.1638
0,1,0,40.43337,-75.94791,-159.1134
0,1,0,40.43341,-74.50291,-159.0591
0,1,0,40.4334,-73.05802,-159.0018
0,1,0,40.4334,-71.61323,-158.9422
0,1,0,40.43338,-70.1685,-158.8808
0,1,0,40.4334,-68.72384,-158.8181
0,1,0,40.4334,-67.27922,-158.7544
0,1,0,40.4334,-65.83463,-158.6898
0,1,0,40.43338,-64.39008,-158.6247
0,1,0,40.4334,-62.94553,-158.5591
0,1,0,40.43341,-61.86214,-158.5096
0,1,0,40.4334,-60.0565,-158.4269
0,1,0,40.43341,-58.97313,-158.377
0,1,0,40.43354,-57.16751,-158.2938
0,1,0,40.43327,-56.08414,-158.2439
0,1,0,40.43322,-54.63964,-158.1775
0,1,0,40.43315,-53.19511,-158.1118
0,1,0,40.43275,-51.75056,-158.0467
0,1,0,40.43342,-50.30597,-157.9821
0,1,0,40.43285,-48.86138,-157.9179
0,1,0,40.43353,-47.41676,-157.854
0,1,0,40.4334,-45.97213,-157.7903
0,1,0,40.43337,-44.5275,-157.7267
0,1,0,40.43338,-43.08286,-157.6633
0,1,0,40.30857,-41.64174,-157.6001
0,1,0,40.55492,-40.20032,-157.5369
0,1,0,40.39717,-38.7537,-157.4715
0,1,0,40.92112,-36.94575,-157.3895
0,1,0,40.42466,-34.77928,-157.2908
0,1,0,40.43102,-33.69605,-157.2409
0,1,0,40.43431,-31.16819,-157.1239
0,1,0,40.43377,-30.08482,-157.0735
0,1,0,40.43325,-28.64037,-157.0062
0,1,0,40.43304,-27.19593,-156.9387
0,1,0,40.43294,-25.7515,-156.8711
-0.1,1,0,40.43023,-24.30717,-156.8019
0,1,0,40.43292,-22.86305,-156.7282
0,1,0,40.43294,-21.419,-156.6528
0,1,0,40.43294,-19.97503,-156.5761
0,1,0,40.43293,-18.53111,-156.4983
0,1,0,40.43294,-17.08725,-156.4195
0,1,0,40.43296,-15.28247,-156.3201
0,1,0,40.43294,-13.83868,-156.2399
0,1,0,40.43295,-12.03398,-156.1392
-0.2,1,0,40.42157,-10.59093,-156.0498
-0.2523032,1,0,40.42167,-8.79181,-155.8849
0,1,0,40.43153,-7.356444,-155.7102
0,1,0,40.43292,-5.565674,-155.465
0,1,0,40.43311,-3.778123,-155.1971
0,1,0,40.43311,-2.350017,-154.9702
0,1,0,40.43312,-0.5668132,-154.6748
0,1,0,40.43312,1.214726,-154.3694
0,1,0,40.43312,2.639046,-154.1198
0,1,0,40.43312,4.418592,-153.8031
0,1,0,40.43313,5.841712,-153.5467
0,1,0,40.43312,7.620135,-153.2237
0,1,0,40.43314,9.398169,-152.8985
0,1,0,40.43314,10.82039,-152.6373
0,1,0,40.43309,12.599,-152.3155
0,1,0,40.43312,14.02225,-152.0599
0,1,0,40.43313,15.80156,-151.7418
0,1,0,40.43313,17.22517,-151.4882
0,1,0,40.43312,19.00485,-151.1722
0,1,0,40.43312,20.78466,-150.8569
0,1,0,40.43312,22.20859,-150.6051
0,1,0,40.43312,23.98856,-150.2908
0,1,0,40.43313,25.7686,-149.9768
0,1,0,40.43313,27.19266,-149.7257
0,1,0,40.43313,28.97276,-149.4121
0,1,0,40.43313,30.75288,-149.0986
0.1,1,0,40.43027,32.53326,-148.7867
0,1,0,40.43311,34.31472,-148.4809
0,1,0,40.4331,36.0966,-148.1775
0,1,0,40.43312,37.8788,-147.876
0,1,0,40.4331,39.66125,-147.576
0,1,0,40.43309,41.44388,-147.277
0,1,0,40.43313,43.22663,-146.9789
0,1,0,40.43311,45.00949,-146.6813
0,1,0,40.4331,46.79242,-146.3841
0,1,0,40.43311,48.93198,-146.0278
0,1,0,40.4331,50.715,-145.7312
0,1,0,40.43312,52.14142,-145.494
0,1,0,40.43312,54.28107,-145.1382
0,1,0,40.43311,56.06413,-144.8418
0,1,0,40.43311,57.84719,-144.5455
0,1,0,40.43311,59.63026,-144.2492
0,1,0,40.43309,61.41333,-143.9528
0,1,0,40.43311,63.19639,-143.6565
0,1,0,40.43311,64.97946,-143.3602
0,1,0,40.43763,66.76149,-143.0649
0,1,0,40.31447,68.54588,-142.7704
0,1,0,40.47321,70.32865,-142.4772
0,1,0,40.43544,72.11291,-142.1845
0,1,0,40.43327,73.89674,-141.8928
0,1,0,40.43327,75.68068,-141.6016
0,1,0,40.43362,77.46469,-141.311
0,1,0,40.43356,79.24877,-141.0207
0,1,0,40.43359,81.0329,-140.7306
0,1,0,40.43386,82.81705,-140.4409
0,1,0,40.4337,84.60126,-140.1513
-0.1,1,0,40.43151,86.38522,-139.8603
-0.35,1,0,40.40168,88.1621,-139.534
-0.1448042,1,0,40.43316,90.27307,-139.0384
0,1,0,40.43277,92.01816,-138.5677
0,1,0,40.4334,93.7547,-138.0662
0,1,0,40.4334,95.8296,-137.4342
0,1,0,40.4332,97.55305,-136.8894
0,1,0,40.43336,99.27276,-136.3328
-0.1,1,0,40.43042,100.9892,-135.7664
-0.4,1,0,40.39434,103.0276,-135.0293
-0.1548243,1,0,40.43339,104.6909,-134.3229
0,1,0,40.43287,106.3317,-133.5648
0,1,0,40.43335,107.9575,-132.7751
0,1,0,40.43183,109.5717,-131.9617
-0.15,1,0,40.42729,111.1752,-131.1277
-0.35,1,0,40.4025,112.4377,-130.4244
-0.1313971,1,0,40.43412,113.975,-129.4746
0,1,0,40.43299,115.4818,-128.4765
0,1,0,40.43412,116.9691,-127.4493
-0.25,1,0,40.41674,118.4322,-126.3885
-0.5000001,1,0,40.37988,119.8358,-125.253
-0.3119069,1,0,40.42858,120.8912,-124.266
-0.0229826,1,0,40.43272,122.1403,-122.9597
0,1,0,40.43319,123.3387,-121.6068
0,1,0,40.43299,124.5006,-120.2222
0,1,0,40.43326,125.635,-118.815
-0.1,1,0,40.43038,126.5266,-117.6766
-0.3,1,0,40.4087,127.3906,-116.5178
-0.5500001,1,0,40.37081,128.3879,-115.0134
-0.8000001,1,0,40.341,129.2307,-113.4197
-0.7081257,1,0,40.3752,129.8524,-111.728
-0.444132,1,0,40.43568,130.1725,-110.3189
-0.1804347,1,0,40.44284,130.3845,-108.5242
0,1,0,40.4309,130.447,-107.0797
-0.25,1,0,40.423,130.4281,-105.2726
-0.5000001,1,0,40.38109,130.2672,-103.4745
-0.2645098,1,0,40.433,129.9311,-101.6997
0,1,0,40.43264,129.4711,-99.95179
0,1,0,40.43345,128.9377,-98.22482
0,1,0,40.43263,128.3523,-96.51476
0,1,0,40.43337,127.73,-94.81776
-0.3,1,0,40.40796,126.9269,-92.80374
-0.347085,1,0,40.41435,126.1554,-91.17118
-0.04818606,1,0,40.43507,125.2867,-89.58626
0,1,0,40.43355,124.1742,-87.72441
0,1,0,40.43222,123.2091,-86.19618
0,1,0,40.43231,122.4191,-84.98512
0,1,0,40.43249,121.2124,-83.18278
0.15,1,0,40.42716,120.1961,-81.68814
0.4,1,0,40.39492,119.2125,-80.17313
0.1203032,1,0,40.4376,118.295,-78.61619
0,1,0,40.43277,117.4167,-77.03655
0,1,0,40.43306,116.5634,-75.44315
0,1,0,40.43398,115.7296,-73.83941
0,1,0,40.4346,114.7482,-71.90507
0,1,0,40.43355,114.1022,-70.61129
0,1,0,40.43401,113.3012,-68.99094
0.25,1,0,40.41619,112.5186,-67.36204
0.02336419,1,0,40.43401,111.9231,-66.04446
0,1,0,40.43385,111.1981,-64.38871
0,1,0,40.43414,110.4882,-62.72636
0,1,0,40.43378,109.7901,-61.05907
0,1,0,40.43418,109.1006,-59.38814
0,1,0,40.43327,108.4172,-57.71482
0,1,0,40.43246,107.7376,-56.03989
0,1,0,40.43322,107.0607,-54.36389
0,1,0,40.43344,106.3859,-52.68707
0,1,0,40.43543,105.7125,-51.00962
0,1,0,40.43221,105.0399,-49.33191
0,1,0,40.43334,104.502,-47.98968
0,1,0,40.43193,103.8293,-46.31206
0,1,0,40.43251,103.291,-44.97
0,1,0,40.43711,102.7526,-43.62793
0,1,0,40.4296,102.2136,-42.28622
-0.2,1,0,40.42621,101.6661,-40.94812
-0.4,1,0,40.40727,101.0791,-39.62779
-0.6000001,1,0,40.40056,100.401,-38.35454
-0.8000001,1,0,40.355,99.60475,-37.15192
-0.6951241,1,0,40.35608,98.67895,-36.04494
-0.4435169,1,0,40.4103,97.63991,-35.03959
-0.1668899,1,0,40.43395,96.2261,-33.91275
0,1,0,40.42654,95.04015,-33.08585
0,1,0,40.43862,93.82436,-32.30313
0.25,1,0,40.4127,92.28297,-31.35985
0.2935352,1,0,40.41922,90.45662,-30.19264
0,1,0,40.43187,88.96227,-29.17584
0.3,1,0,40.41634,87.19728,-27.91596
0.3271676,1,0,40.42141,85.52016,-26.54344
0.01384771,1,0,40.42889,84.19511,-25.31426
0,1,0,40.43234,82.90848,-24.04494
0,1,0,40.43197,81.65054,-22.747
0.3,1,0,40.40859,80.18871,-21.14573
0.5500001,1,0,40.37254,79.06293,-19.73485
0.8000001,1,0,40.32483,78.09135,-18.21667
0.6104189,1,0,40.40857,77.34307,-16.57553
0.3116097,1,0,40.44118,76.81763,-14.84711
0.04885483,1,0,40.44347,76.52557,-13.43079
0,1,0,40.43299,76.2626,-11.64271
0,1,0,40.43112,76.11243,-10.20447
0.2,1,0,40.42267,76.01056,-8.762243
0.2628422,1,0,40.41717,75.97655,-7.678807
0.02396715,1,0,40.43376,75.97964,-6.232821
0,1,0,40.43412,76.01362,-4.787201
0,1,0,40.43279,76.07639,-3.342501
0,1,0,40.43312,76.16071,-1.89897
0,1,0,40.43295,76.23473,-0.8169658
0.1,1,0,40.42949,76.34594,0.624718
0.3,1,0,40.40804,76.48862,2.06305
0.5000001,1,0,40.37841,76.6965,3.492283
0.7,1,0,40.35168,77.00584,4.901754
0.5897909,1,0,40.38315,77.32245,5.936942
