center,left,right,steering,throttle,break,speed,x,y
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_40_658.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_40_658.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_40_658.jpg,0,0.996294,0,2.288206,179.826,89.98648
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_40_762.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_40_762.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_40_762.jpg,0,1,0,3.461962,179.8426,90.11931
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_40_862.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_40_862.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_40_862.jpg,0,1,0,4.634621,179.8657,90.30413
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_40_930.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_40_930.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_40_930.jpg,0,1,0,5.563134,179.8889,90.48921
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_001.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_001.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_001.jpg,-0.15,1,0,6.2506,179.907,90.64972
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_081.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_081.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_081.jpg,-0.35,1,0,7.144414,179.9253,90.89261
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_175.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_175.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_175.jpg,-0.1785929,1,0,8.276008,179.9425,91.24186
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_271.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_271.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_271.jpg,0,1,0,9.393496,179.973,91.64063
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_354.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_354.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_354.jpg,0,1,0,10.28449,180.005,91.99506
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_442.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_442.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_442.jpg,0,1,0,11.16892,180.0411,92.38096
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_535.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_535.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_535.jpg,0,1,0,12.01529,180.0907,92.90572
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_618.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_618.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_618.jpg,0,1,0,13.16115,180.134,93.36187
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_734.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_734.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_734.jpg,0,1,0,13.9339,180.18,93.84727
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_778.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_778.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_778.jpg,-0.2,1,0,14.76218,180.2231,94.36479
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_862.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_862.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_862.jpg,-0.4,1,0,15.55385,180.2471,94.91213
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_41_966.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_41_966.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_41_966.jpg,-0.6500001,1,0,16.56224,180.2285,95.63542
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_049.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_049.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_049.jpg,-0.5298089,1,0,17.48342,180.145,96.39523
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_145.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_145.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_145.jpg,-0.2410469,1,0,18.3435,180.0511,97.03366
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_238.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_238.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_238.jpg,0,1,0,19.39709,179.9294,97.87312
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_326.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_326.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_326.jpg,0,1,0,20.197,179.8338,98.57732
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_409.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_409.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_409.jpg,0,1,0,21.16807,179.7104,99.49786
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_497.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_497.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_497.jpg,0,1,0,21.97087,179.6069,100.2663
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_590.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_590.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_590.jpg,-0.15,1,0,22.96327,179.468,101.2658
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_677.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_677.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_677.jpg,-0.35,1,0,23.68344,179.3291,102.0916
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_761.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_761.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_761.jpg,-0.3839579,1,0,24.37404,179.1442,102.9336
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_850.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_850.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_850.jpg,-0.119526,1,0,25.33888,178.865,104.0135
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_42_937.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_42_937.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_42_937.jpg,0,1,0,26.09027,178.6258,104.905
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_026.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_026.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_026.jpg,0,1,0,26.84558,178.3767,105.8217
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_114.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_114.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_114.jpg,0,1,0,27.78346,178.0504,107.0027
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_201.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_201.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_201.jpg,-0.1,1,0,28.52491,177.7767,107.9752
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_285.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_285.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_285.jpg,-0.3,1,0,29.21545,177.4758,108.9663
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_373.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_373.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_373.jpg,-0.5500001,1,0,29.94937,177.0228,110.2125
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_465.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_465.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_465.jpg,-0.3820625,1,0,30.59254,176.578,111.2018
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_554.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_554.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_554.jpg,-0.1183262,1,0,31.5044,175.9413,112.4397
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_645.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_645.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_645.jpg,0,1,0,32.20348,175.3925,113.4415
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_738.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_738.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_738.jpg,0,1,0,33.08463,174.6702,114.714
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_835.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_835.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_835.jpg,0,1,0,33.95994,173.911,116.0106
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_43_922.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_43_922.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_43_922.jpg,0,1,0,34.65402,173.2801,117.0665
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_010.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_010.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_010.jpg,0,1,0,35.51371,172.4649,118.4109
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_102.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_102.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_102.jpg,-0.1,1,0,36.19183,171.792,119.506
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_195.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_195.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_195.jpg,-0.35,1,0,36.95121,170.901,120.8814
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_282.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_282.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_282.jpg,-0.1442488,1,0,37.59494,170.1308,121.9725
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_374.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_374.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_374.jpg,0,1,0,38.42012,169.1196,123.3425
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_467.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_467.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_467.jpg,0,1,0,39.07756,168.2802,124.4489
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_553.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_553.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_553.jpg,0,1,0,39.89272,167.1966,125.8468
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_646.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_646.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_646.jpg,0,1,0,40.43332,166.3037,126.9798
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_738.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_738.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_738.jpg,0,1,0,40.43335,165.1763,128.3926
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_830.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_830.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_830.jpg,0,1,0,40.43312,164.0418,129.7998
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_44_922.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_44_922.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_44_922.jpg,-0.2,1,0,40.4208,163.124,130.9169
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_010.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_010.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_010.jpg,-0.45,1,0,40.3869,161.928,132.2699
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_101.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_101.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_101.jpg,-0.263256,1,0,40.42937,160.9085,133.2943
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_185.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_185.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_185.jpg,-0.01087511,1,0,40.43185,159.8477,134.2769
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_283.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_283.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_283.jpg,0,1,0,40.43326,158.4898,135.4697
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_370.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_370.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_370.jpg,0,1,0,40.43311,157.1063,136.6329
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_462.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_462.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_462.jpg,0,1,0,40.43292,155.9859,137.5471
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_558.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_558.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_558.jpg,0,1,0,40.43337,154.5729,138.6743
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_654.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_654.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_654.jpg,0,1,0,40.43336,153.1498,139.7887
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_750.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_750.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_750.jpg,-0.15,1,0,40.42643,151.7172,140.8907
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_854.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_854.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_854.jpg,-0.1602391,1,0,40.42916,150.2565,141.9546
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_45_950.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_45_950.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_45_950.jpg,0,1,0,40.43286,148.7716,142.9852
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_050.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_050.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_050.jpg,0,1,0,40.4339,147.2739,143.9972
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_150.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_150.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_150.jpg,0,1,0,40.43314,145.7666,144.9947
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_250.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_250.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_250.jpg,-0.15,1,0,40.42648,144.2497,145.9775
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_353.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_353.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_353.jpg,-0.4,1,0,40.39491,142.703,146.9104
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_462.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_462.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_462.jpg,-0.1412816,1,0,40.43406,141.1088,147.7613
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_570.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_570.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_570.jpg,0,1,0,40.4328,139.1618,148.7171
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_678.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_678.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_678.jpg,0,1,0,40.43342,137.523,149.4795
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_785.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_785.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_785.jpg,0,1,0,40.43332,135.8738,150.2194
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_46_898.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_46_898.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_46_898.jpg,0,1,0,40.43337,133.8854,151.0859
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_018.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_018.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_018.jpg,-0.15,1,0,40.42659,131.8884,151.9323
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_130.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_130.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_130.jpg,-0.45,1,0,40.38663,129.8623,152.7013
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_245.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_245.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_245.jpg,-0.1686988,1,0,40.43463,128.1342,153.2286
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_366.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_366.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_366.jpg,0,1,0,40.43358,126.0351,153.7745
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_487.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_487.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_487.jpg,0,1,0,40.43341,123.9219,154.2631
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_606.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_606.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_606.jpg,0,1,0,40.43343,121.7996,154.7109
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_674.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_674.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_674.jpg,0,1,0,40.43336,120.3814,154.9932
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_791.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_791.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_791.jpg,0,1,0,40.43336,118.2508,155.3995
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_47_910.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_47_910.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_47_910.jpg,0,1,0,40.43337,116.1174,155.7912
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_034.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_034.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_034.jpg,0,1,0,40.43338,113.9823,156.1734
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_158.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_158.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_158.jpg,0,1,0,40.43339,111.846,156.5491
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_282.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_282.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_282.jpg,0,1,0,40.43281,109.7091,156.9206
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_407.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_407.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_407.jpg,0,1,0,40.43343,107.5716,157.2893
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_534.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_534.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_534.jpg,0,1,0,40.43338,105.0775,157.7173
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_650.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_650.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_650.jpg,-0.3,1,0,40.40922,102.9361,158.0582
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_766.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_766.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_766.jpg,0,1,0,40.4324,101.1432,158.2862
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_48_881.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_48_881.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_48_881.jpg,0,1,0,40.43318,98.98742,158.5259
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_49_002.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_49_002.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_49_002.jpg,0,1,0,40.4334,96.82905,158.7406
/Users/admin/Desktop/normal_IMG/center_2018_07_06_10_34_49_119.jpg,/Users/admin/Desktop/normal_IMG/left_2018_07_06_10_34_49_119.jpg,/Users/admin/Desktop/normal_IMG/right_2018_07_06_10_34_49_119.jpg,0,1,0,40.4334,94.66897,158.9375
